,Length_Title,Length_Plot_Synopsis,count_plot_synopsis_http,count_plot_synopsis_href,count_plot_synopsis_grtsign
2547,4,2659,0,0,0
2548,10,3141,0,0,0
2549,12,5444,0,0,0
2550,22,1633,0,0,0
2551,8,2489,0,0,0
2552,12,4757,0,0,0
2553,16,8661,0,0,0
2554,27,7561,0,0,0
2555,8,1912,0,0,0
2556,10,2450,0,0,0
2557,13,6481,0,0,0
2558,13,2205,0,0,0
2559,18,3206,0,0,0
2560,20,7975,0,0,0
2561,16,5065,0,0,0
2562,14,9698,0,0,0
2563,14,1868,0,0,0
2564,15,1989,0,0,0
2565,15,9193,0,0,0
2566,16,3074,0,0,0
2567,18,3125,0,0,0
2568,17,1442,0,0,0
2569,10,4970,0,0,0
2570,12,6596,0,0,0
2571,7,1416,0,0,0
2572,49,2055,0,0,0
2573,8,1970,0,0,0
2574,8,1970,0,0,0
2575,8,1970,0,0,0
2576,11,1401,0,0,0
2577,20,1658,0,0,0
2578,16,4314,0,0,0
2579,11,2823,0,0,0
2580,12,2842,0,0,0
2581,6,4534,0,0,0
2582,18,3937,0,0,0
2583,16,1969,0,0,0
2584,14,4222,0,0,0
2585,5,3622,0,0,0
2586,19,8584,0,0,0
2587,5,13041,0,0,0
2588,5,10103,0,0,0
2589,16,3618,0,0,0
2590,5,1449,0,0,0
2591,10,10645,0,0,0
2592,10,1646,0,0,0
2593,12,10693,0,0,0
2594,11,5438,0,0,0
2595,12,1818,0,0,0
2596,16,7106,0,0,0
2597,20,4449,0,0,0
2598,30,7486,0,0,0
2599,29,3545,0,0,0
2600,28,7964,0,0,0
2601,5,7872,0,0,0
2602,5,8245,0,0,0
2603,5,4227,0,0,0
2604,5,4507,0,0,0
2605,9,7857,0,0,0
2606,9,11182,0,0,0
2607,11,8449,0,0,0
2608,11,5715,0,0,0
2609,11,13053,0,0,0
2610,10,3315,0,0,0
2611,20,6524,0,0,0
2612,20,1651,0,0,0
2613,16,3352,0,0,0
2614,15,1818,0,0,0
2615,23,3981,0,0,0
2616,17,3172,0,0,0
2617,17,3172,0,0,0
2618,9,1444,0,0,0
2619,8,1576,0,0,0
2620,8,1576,0,0,0
2621,8,7269,0,0,0
2622,19,1281,0,0,0
2623,17,3265,0,0,0
2624,19,1650,0,0,0
2625,12,5693,0,0,0
2626,15,1603,0,0,0
2627,12,8964,0,0,0
2628,11,2037,0,0,0
2629,8,2808,0,0,0
2630,10,1186,0,0,0
2631,22,4547,0,0,0
2632,16,2940,0,0,0
2633,6,9788,0,0,0
2634,11,3195,0,0,0
2635,10,6835,0,0,0
2636,13,4394,0,0,0
2637,15,3840,0,0,0
2638,13,4594,0,0,0
2639,9,1324,0,0,0
2640,10,4816,0,0,0
2641,10,4816,0,0,0
2642,30,4867,0,0,0
2643,48,4660,0,0,0
2644,8,2552,0,0,0
2645,16,8339,0,0,0
2646,18,14255,0,0,0
2647,8,4248,0,0,0
2648,11,2085,0,0,0
2649,13,2103,0,0,0
2650,10,1323,0,0,0
2651,13,2108,0,0,0
2652,18,2600,0,0,0
2653,15,1512,0,0,0
2654,8,8643,0,0,0
2655,14,1711,0,0,0
2656,12,4356,0,0,0
2657,7,1561,0,0,0
2658,7,1561,0,0,0
2659,4,2359,0,0,0
2660,4,7843,0,0,0
2661,17,5034,0,0,0
2662,9,5117,0,0,0
2663,30,4842,0,0,0
2664,12,3061,0,0,0
2665,20,5734,0,0,0
2666,4,3368,0,0,0
2667,10,1822,0,0,0
2668,17,11110,0,0,0
2669,7,2818,0,0,0
2670,4,3154,0,0,0
2671,6,2109,0,0,0
2672,9,2576,0,0,0
2673,9,1904,0,0,0
2674,15,7910,0,0,0
2675,24,4576,0,0,0
2676,26,8579,0,0,0
2677,6,4149,0,0,0
2678,8,8160,0,0,0
2679,27,1361,0,0,0
2680,5,4002,0,0,0
2681,12,1451,0,0,0
2682,16,5388,0,0,0
2683,13,4579,0,0,0
2684,10,3181,0,0,0
2685,12,1547,0,0,0
2686,6,5514,0,0,0
2687,13,3987,0,0,0
2688,9,7064,0,0,0
2689,6,3715,0,0,0
2690,18,11510,0,0,0
2691,17,1580,0,0,0
2692,29,6159,0,0,0
2693,20,6283,0,0,0
2694,23,1582,0,0,0
2695,5,6002,0,0,0
2696,5,4047,0,0,0
2697,8,8200,0,0,0
2698,6,2307,0,0,0
2699,6,7130,0,0,0
2700,22,1487,0,0,0
2701,18,7386,0,0,0
2702,29,4867,0,0,0
2703,7,3319,0,0,0
2704,5,4116,0,0,0
2705,14,2916,0,0,0
2706,15,1384,0,0,0
2707,20,3506,0,0,0
2708,7,1636,0,0,0
2709,13,10777,0,0,0
2710,20,3124,0,0,0
2711,15,3451,0,0,0
2712,27,1636,0,0,0
2713,23,2560,0,0,0
2714,36,2250,0,0,0
2715,19,2657,0,0,0
2716,5,12156,0,0,0
2717,12,2653,0,0,0
2718,16,3795,0,0,0
2719,32,5425,0,0,0
2720,17,3593,0,0,0
2721,18,7185,0,0,0
2722,6,4202,0,0,0
2723,6,2492,0,0,0
2724,9,3862,0,0,0
2725,15,5822,0,0,0
2726,13,4496,0,0,0
2727,15,3222,0,0,0
2728,16,3494,0,0,0
2729,15,656,0,0,0
2730,17,5478,0,0,0
2731,21,9194,0,0,0
2732,13,4806,0,0,0
2733,21,1025,0,0,0
2734,18,5231,0,0,0
2735,18,6069,0,0,0
2736,22,3168,0,0,0
2737,9,1476,0,0,0
2738,12,4481,0,0,0
2739,11,3063,0,0,0
2740,16,2828,0,0,0
2741,16,1597,0,0,0
2742,18,2486,0,0,0
2743,16,2261,0,0,0
2744,16,8046,0,0,0
2745,18,5578,0,0,0
2746,13,3365,0,0,0
2747,15,3446,0,0,0
2748,21,2475,0,0,0
2749,6,3435,0,0,0
2750,15,6646,0,0,0
2751,12,4469,0,0,0
2752,12,2284,0,0,0
2753,15,2187,0,0,0
2754,15,2187,0,0,0
2755,12,4769,0,0,0
2756,6,5592,0,0,0
2757,13,14348,0,0,0
2758,3,2718,0,0,0
2759,15,2279,0,0,0
2760,12,3934,0,0,0
2761,9,26243,0,0,0
2762,28,1736,0,0,0
2763,10,2929,0,0,0
2764,10,3716,0,0,0
2765,10,3716,0,0,0
2766,10,11477,0,0,0
2767,9,5397,0,0,0
2768,9,4129,0,0,0
2769,9,4129,0,0,0
2770,12,3043,0,0,0
2771,11,3630,0,0,0
2772,10,2385,0,0,0
2773,13,1991,0,0,0
2774,12,3900,0,0,0
2775,11,2959,0,0,0
2776,16,1197,0,0,0
2777,27,7036,0,0,0
2778,12,873,0,0,0
2779,11,1363,0,0,0
2780,11,1363,0,0,0
2781,9,3627,0,0,0
2782,12,6257,0,0,0
2783,12,6257,0,0,0
2784,12,6257,0,0,0
2785,12,6257,0,0,0
2786,10,3741,0,0,0
2787,9,7349,0,0,0
2788,11,3631,0,0,0
2789,12,3619,0,0,0
2790,10,7041,0,0,0
2791,12,2717,0,0,0
2792,13,3959,0,0,0
2793,7,7527,0,0,0
2794,32,2661,0,0,0
2795,8,999,0,0,0
2796,14,4623,0,0,0
2797,13,2305,0,0,0
2798,14,9932,0,0,0
2799,17,9452,0,0,0
2800,4,2361,0,0,0
2801,6,1814,0,0,0
2802,8,13032,0,0,0
2803,28,4041,0,0,0
2804,14,5446,0,0,0
2805,21,14318,0,0,0
2806,18,1871,0,0,0
2807,26,1330,0,0,0
2808,15,18833,0,0,0
2809,24,3916,0,0,0
2810,19,3246,0,0,0
2811,15,2015,0,0,0
2812,24,1764,0,0,0
2813,47,3336,0,0,0
2814,18,2776,0,0,0
2815,12,2199,0,0,5
2816,10,3943,0,0,0
2817,10,16702,0,0,0
2818,16,1499,0,0,0
2819,22,9005,0,0,0
2820,20,6255,0,0,0
2821,4,3739,0,0,0
2822,35,3237,0,0,0
2823,40,3527,0,0,0
2824,16,7596,0,0,0
2825,16,7993,0,0,0
2826,17,5800,0,0,0
2827,30,12530,0,0,0
2828,9,1602,0,0,0
2829,7,2587,0,0,0
2830,12,3178,0,0,0
2831,15,12879,0,0,0
2832,19,2048,0,0,0
2833,16,6028,0,0,0
2834,19,9166,0,0,0
2835,7,1604,0,0,0
2836,11,15264,0,0,0
2837,15,2951,0,0,0
2838,13,5469,0,0,0
2839,14,13543,0,0,0
2840,15,4405,0,0,0
2841,22,3626,0,0,0
2842,18,4188,0,0,0
2843,32,2660,0,0,0
2844,22,1126,0,0,0
2845,7,4924,0,0,0
2846,19,1107,0,0,0
2847,18,4687,0,0,0
2848,17,3899,0,0,0
2849,9,2455,0,0,0
2850,16,3383,0,0,0
2851,13,1839,0,0,0
2852,13,5447,0,0,0
2853,10,4057,0,0,0
2854,9,1365,0,0,0
2855,9,10802,0,0,0
2856,8,9407,0,0,0
2857,17,3791,0,0,0
2858,10,8982,0,0,0
2859,9,3773,0,0,0
2860,22,2956,0,0,0
2861,11,12897,0,0,0
2862,30,4301,0,0,0
2863,13,3834,0,0,0
2864,18,3074,0,0,0
2865,16,4002,0,0,0
2866,16,4854,0,0,0
2867,25,8252,0,0,0
2868,18,14227,0,0,0
2869,15,6117,0,0,0
2870,14,3414,0,0,0
2871,14,3414,0,0,0
2872,12,4368,0,0,0
2873,11,8376,0,0,0
2874,12,7811,0,0,0
2875,12,7567,0,0,0
2876,20,4286,0,0,0
2877,15,5048,0,0,0
2878,17,3762,0,0,0
2879,13,1725,0,0,0
2880,13,1725,0,0,0
2881,13,1725,0,0,0
2882,13,2622,0,0,0
2883,14,6105,0,0,0
2884,24,6609,0,0,0
2885,8,3293,0,0,0
2886,22,4194,0,0,0
2887,16,1101,0,0,0
2888,15,5740,0,0,0
2889,11,3047,0,0,0
2890,13,6211,0,0,0
2891,12,3135,0,0,0
2892,13,3370,0,0,0
2893,20,3614,0,0,0
2894,14,1652,0,0,0
2895,14,1652,0,0,0
2896,15,4150,0,0,0
2897,11,1160,0,0,0
2898,11,4150,0,0,0
2899,8,3761,0,0,0
2900,8,8710,0,0,0
2901,10,3761,0,0,0
2902,8,14372,0,0,0
2903,19,3698,0,0,0
2904,12,3657,0,0,0
2905,10,3667,0,0,0
2906,9,3988,0,0,0
2907,10,8358,0,0,0
2908,48,3892,0,0,0
2909,17,9189,0,0,0
2910,28,2296,0,0,0
2911,24,11522,0,0,0
2912,15,2742,0,0,0
2913,18,2826,0,0,0
2914,10,3878,0,0,0
2915,10,1646,0,0,0
2916,13,4569,0,0,0
2917,14,21928,0,0,0
2918,11,14532,0,0,0
2919,10,4999,0,0,0
2920,12,4047,0,0,0
2921,15,4506,0,0,0
2922,15,3458,0,0,0
2923,19,5220,0,0,0
2924,12,4334,0,0,0
2925,13,5887,0,0,0
2926,14,6557,0,0,0
2927,14,3502,0,0,0
2928,10,4600,0,0,0
2929,13,4013,0,0,0
2930,13,3135,0,0,0
2931,10,6277,0,0,0
2932,12,3581,0,0,0
2933,27,5769,0,0,0
2934,13,8642,0,0,0
2935,31,7336,0,0,0
2936,20,1471,0,0,0
2937,19,3952,0,0,0
2938,18,3426,0,0,0
2939,18,3426,0,0,0
2940,18,1982,0,0,0
2941,13,850,0,0,0
2942,15,2253,0,0,0
2943,16,2714,0,0,0
2944,23,2243,0,0,0
2945,21,1459,0,0,0
2946,20,2923,0,0,0
2947,20,4780,0,0,0
2948,17,3853,0,0,0
2949,16,3924,0,0,0
2950,10,1584,0,0,0
2951,12,3509,0,0,0
2952,9,4883,0,0,0
2953,10,9271,0,0,0
2954,12,1213,0,0,0
2955,8,4088,0,0,0
2956,13,4568,0,0,0
2957,9,5782,0,0,0
2958,9,5782,0,0,0
2959,9,5782,0,0,0
2960,20,3706,0,0,0
2961,5,2673,0,0,0
2962,12,1611,0,0,0
2963,12,5226,0,0,0
2964,15,1545,0,0,0
2965,13,4046,0,0,0
2966,10,4098,0,0,0
2967,8,3792,0,0,0
2968,11,47113,0,0,0
2969,11,3465,0,0,0
2970,8,7487,0,0,0
2971,16,6134,0,0,0
2972,18,1294,0,0,0
2973,12,12704,0,0,0
2974,6,1850,0,0,0
2975,15,1941,0,0,0
2976,7,2466,0,0,0
2977,19,12324,0,0,0
2978,17,4108,0,0,0
2979,19,3264,0,0,0
2980,8,4373,0,0,0
2981,8,18846,0,0,0
2982,16,4929,0,0,0
2983,17,4929,0,0,0
2984,7,10718,0,0,0
2985,5,14892,0,0,0
2986,11,4000,0,0,0
2987,12,1647,0,0,0
2988,7,4976,0,0,0
2989,9,4023,0,0,0
2990,9,4023,0,0,0
2991,20,9905,0,0,0
2992,11,9865,0,0,0
2993,15,1139,0,0,0
2994,12,1542,0,0,0
2995,11,11061,0,0,0
2996,39,4025,0,0,0
2997,8,2259,0,0,0
2998,11,3253,0,0,0
2999,7,2990,0,0,0
3000,28,1696,0,0,0
3001,14,4561,0,0,0
3002,12,6792,0,0,0
3003,10,6333,0,0,0
3004,7,6797,0,0,0
3005,12,3343,0,0,0
3006,29,2795,0,0,0
3007,10,4009,0,0,0
3008,28,2037,0,0,0
3009,16,3694,0,0,0
3010,19,5316,0,0,0
3011,12,1859,0,0,0
3012,17,7138,0,0,0
3013,17,7138,0,0,0
3014,21,3160,0,0,0
3015,16,4239,0,0,0
3016,26,6930,0,0,0
3017,7,2925,0,0,0
3018,13,967,0,0,0
3019,34,6206,0,0,0
3020,18,2854,0,0,0
3021,22,22671,0,0,0
3022,28,29675,0,0,0
3023,17,7548,0,0,0
3024,10,1857,0,0,0
3025,20,5349,0,0,0
3026,13,1887,0,0,0
3027,13,14781,0,0,0
3028,10,1318,0,0,0
3029,24,3398,0,0,0
3030,16,2313,0,0,0
3031,15,13847,0,0,0
3032,27,4378,0,0,0
3033,19,1327,0,0,0
3034,8,4172,0,0,0
3035,8,35022,0,0,0
3036,23,1267,0,0,0
3037,10,1359,0,0,0
3038,7,4505,0,0,0
3039,13,2826,0,0,0
3040,13,2797,0,0,0
3041,8,9774,0,0,0
3042,18,5366,0,0,0
3043,17,2940,0,0,0
3044,9,1013,0,0,0
3045,9,9954,0,0,0
3046,15,2734,0,0,0
3047,31,3100,0,0,0
3048,16,12992,0,0,0
3049,18,3518,0,0,0
3050,18,1468,0,0,0
3051,18,3045,0,0,0
3052,11,6012,0,0,0
3053,13,4379,0,0,0
3054,15,4581,0,0,0
3055,17,2176,0,0,0
3056,36,8856,0,0,0
3057,10,5792,0,0,0
3058,6,1632,0,0,0
3059,18,3231,0,0,0
3060,16,5368,0,0,0
3061,19,59633,0,0,0
3062,26,5740,0,0,0
3063,36,3156,0,0,0
3064,6,2744,0,0,0
3065,6,2744,0,0,0
3066,6,2744,0,0,0
3067,6,2744,0,0,0
3068,6,2744,0,0,0
3069,17,5836,0,0,0
3070,30,3794,0,0,0
3071,26,3769,0,0,0
3072,11,1482,0,0,0
3073,25,8727,0,0,0
3074,22,4607,0,0,0
3075,11,3339,0,0,0
3076,6,3981,0,0,0
3077,5,4655,0,0,0
3078,10,1592,0,0,0
3079,10,3572,0,0,0
3080,20,7379,0,0,0
3081,15,3281,0,0,0
3082,14,2035,0,0,0
3083,21,2208,0,0,0
3084,14,1618,0,0,0
3085,14,1618,0,0,0
3086,13,3162,0,0,0
3087,15,1607,0,0,0
3088,11,5213,0,0,0
3089,12,2496,0,0,0
3090,12,2988,0,0,0
3091,6,1785,0,0,0
3092,6,3570,0,0,0
3093,11,4311,0,0,0
3094,9,2940,0,0,0
3095,8,8834,0,0,0
3096,14,1176,0,0,0
3097,9,3308,0,0,0
3098,17,11095,0,0,0
3099,20,9137,0,0,0
3100,37,1832,0,0,0
3101,26,11594,0,0,0
3102,22,4289,0,0,0
3103,19,867,0,0,0
3104,17,17270,0,0,0
3105,20,4581,0,0,0
3106,30,3741,0,0,0
3107,17,8517,0,0,0
3108,23,6391,0,0,0
3109,10,11811,0,0,0
3110,25,1498,0,0,0
3111,20,3807,0,0,0
3112,8,5037,0,0,0
3113,31,10305,0,0,0
3114,17,1679,0,0,0
3115,3,1857,0,0,0
3116,36,12073,0,0,0
3117,15,5151,0,0,0
3118,16,4060,0,0,0
3119,10,4004,0,0,0
3120,22,8445,0,0,0
3121,23,8454,0,0,0
3122,12,4715,0,0,0
3123,31,1388,0,0,0
3124,8,4508,0,0,0
3125,8,4508,0,0,0
3126,10,35634,0,0,0
3127,25,3763,0,0,0
3128,27,2600,0,0,0
3129,25,8210,0,0,0
3130,28,7085,0,0,0
3131,25,5719,0,0,0
3132,18,6794,0,0,0
3133,18,560,0,0,0
3134,38,6321,0,0,0
3135,21,4830,0,0,0
3136,28,8336,0,0,0
3137,23,3740,0,0,0
3138,14,2640,0,0,0
3139,25,12532,0,0,0
3140,53,2814,0,0,0
3141,17,1255,0,0,0
3142,42,3767,0,0,0
3143,36,1412,0,0,0
3144,9,5128,0,0,0
3145,18,18709,0,0,0
3146,16,20176,0,0,0
3147,14,3352,0,0,0
3148,18,1739,0,0,0
3149,13,1419,0,0,0
3150,16,3119,0,0,0
3151,13,3204,0,0,0
3152,12,2396,0,0,0
3153,8,3359,0,0,0
3154,9,4150,0,0,0
3155,17,939,0,0,0
3156,7,5457,0,0,0
3157,27,9123,0,0,0
3158,12,2557,0,0,0
3159,15,4924,0,0,0
3160,19,3430,0,0,0
3161,13,7012,0,0,0
3162,8,3302,0,0,0
3163,21,3653,0,0,0
3164,13,2156,0,0,0
3165,13,13283,0,0,0
3166,28,4096,0,0,0
3167,11,1952,0,0,0
3168,11,1952,0,0,0
3169,13,6440,0,0,0
3170,11,19292,0,0,0
3171,19,3326,0,0,0
3172,10,3460,0,0,0
3173,17,4584,0,0,0
3174,14,6125,0,0,0
3175,34,3921,0,0,0
3176,10,1854,0,0,0
3177,10,3321,0,0,0
3178,10,3321,0,0,0
3179,8,5050,0,0,0
3180,10,8130,0,0,0
3181,12,8162,0,0,0
3182,15,7594,0,0,0
3183,8,2758,0,0,0
3184,10,7614,0,0,0
3185,9,7669,0,0,0
3186,19,6280,0,0,0
3187,23,1830,0,0,0
3188,9,22629,0,0,0
3189,38,4118,0,0,0
3190,7,4099,0,0,0
3191,21,4740,0,0,0
3192,7,1389,0,0,0
3193,16,22667,0,0,0
3194,22,4236,0,0,0
3195,13,19306,0,0,0
3196,16,1278,0,0,0
3197,23,1546,0,0,0
3198,27,3131,0,0,0
3199,18,4126,0,0,0
3200,9,1672,0,0,0
3201,13,3804,0,0,0
3202,29,3336,0,0,0
3203,28,884,0,0,0
3204,15,16175,0,0,0
3205,15,4429,0,0,0
3206,14,1564,0,0,0
3207,12,4178,0,0,0
3208,14,7461,0,0,0
3209,14,3582,0,0,0
3210,10,10431,0,0,0
3211,10,10431,0,0,0
3212,10,10431,0,0,0
3213,8,4968,0,0,0
3214,14,8046,0,0,0
3215,10,4004,0,0,0
3216,32,11633,0,0,0
3217,10,4813,0,0,0
3218,9,3461,0,0,0
3219,8,1222,0,0,0
3220,17,5217,0,0,0
3221,11,7775,0,0,0
3222,8,1115,0,0,0
3223,9,1848,0,0,0
3224,12,4455,0,0,0
3225,8,5010,0,0,0
3226,8,8698,0,0,0
3227,13,7922,0,0,0
3228,8,3910,0,0,0
3229,5,13366,0,0,0
3230,8,7844,0,0,0
3231,16,2973,0,0,0
3232,9,2099,0,0,0
3233,7,5322,0,0,0
3234,5,4332,0,0,0
3235,5,1608,0,0,0
3236,13,7207,0,0,0
3237,17,4172,0,0,0
3238,8,3475,0,0,0
3239,13,11116,0,0,0
3240,19,2687,0,0,0
3241,20,4829,0,0,0
3242,33,6071,0,0,0
3243,39,3253,0,0,0
3244,6,14727,0,0,0
3245,3,1126,0,0,0
3246,5,3191,0,0,0
3247,7,13543,0,0,0
3248,9,3743,0,0,0
3249,18,6037,0,0,0
3250,11,1201,0,0,0
3251,23,2496,0,0,0
3252,27,21660,0,0,0
3253,72,2684,0,0,0
3254,11,3972,0,0,0
3255,21,3992,0,0,0
3256,13,7552,0,0,0
3257,26,1556,0,0,0
3258,21,3111,0,0,0
3259,21,1959,0,0,0
3260,21,1959,0,0,0
3261,17,8708,0,0,0
3262,23,5966,0,0,0
3263,25,5966,0,0,0
3264,16,1870,0,0,0
3265,14,3304,0,0,0
3266,24,3461,0,0,0
3267,13,1334,0,0,0
3268,16,1188,0,0,0
3269,10,3369,0,0,0
3270,25,9246,0,0,0
3271,19,2141,0,0,0
3272,16,3285,0,0,0
3273,36,5700,0,0,0
3274,29,2452,0,0,0
3275,16,2674,0,0,0
3276,24,5167,0,0,0
3277,20,1353,0,0,0
3278,16,2225,0,0,0
3279,12,16567,0,0,0
3280,13,2913,0,0,0
3281,12,8110,0,0,0
3282,15,11916,0,0,0
3283,20,1880,0,0,0
3284,9,908,0,0,0
3285,4,2208,0,0,0
3286,4,2208,0,0,0
3287,4,4800,0,0,0
3288,22,2054,0,0,0
3289,8,4266,0,0,0
3290,12,2287,0,0,0
3291,4,5970,0,0,0
3292,12,948,0,0,0
3293,17,2690,0,0,0
3294,14,3917,0,0,0
3295,58,3917,0,0,0
3296,57,3917,0,0,0
3297,47,3917,0,0,0
3298,55,3917,0,0,0
3299,54,3917,0,0,0
3300,41,3917,0,0,0
3301,54,3917,0,0,0
3302,92,3917,0,0,0
3303,46,3917,0,0,0
3304,11,4728,0,0,0
3305,13,9443,0,0,0
3306,7,5265,0,0,0
3307,15,1265,0,0,0
3308,11,2031,0,0,0
3309,11,1759,0,0,0
3310,15,1264,0,0,0
3311,13,3436,0,0,0
3312,16,5468,0,0,0
3313,16,5468,0,0,0
3314,15,12874,0,0,0
3315,15,4028,0,0,0
3316,15,4028,0,0,0
3317,15,4028,0,0,0
3318,10,2105,0,0,0
3319,11,4343,0,0,0
3320,31,7549,0,0,0
3321,5,24402,0,0,0
3322,16,4707,0,0,0
3323,19,1310,0,0,0
3324,4,5182,0,0,0
3325,14,4364,0,0,0
3326,12,1479,0,0,0
3327,18,3715,0,0,0
3328,14,5175,0,0,0
3329,8,1376,0,0,0
3330,8,1465,0,0,0
3331,12,1307,0,0,0
3332,23,3063,0,0,0
3333,9,4704,0,0,0
3334,11,3123,0,0,0
3335,26,3323,0,0,0
3336,11,3196,0,0,0
3337,35,6596,0,0,0
3338,30,6856,0,0,0
3339,23,20518,0,0,0
3340,23,4687,0,0,0
3341,24,2333,0,0,0
3342,23,5799,0,0,0
3343,6,4876,0,0,0
3344,22,3932,0,0,0
3345,36,949,0,0,0
3346,68,8023,0,0,0
3347,29,13565,0,0,0
3348,22,5756,0,0,0
3349,7,3586,0,0,0
3350,7,2492,0,0,0
3351,7,8540,0,0,0
3352,7,2890,0,0,0
3353,7,5471,0,0,0
3354,7,10841,0,0,0
3355,12,6726,0,0,0
3356,10,3604,0,0,0
3357,17,15629,0,0,0
3358,32,3971,0,0,0
3359,21,5451,0,0,0
3360,19,7850,0,0,0
3361,14,4033,0,0,0
3362,15,5103,0,0,0
3363,18,1747,0,0,0
3364,15,4538,0,0,0
3365,27,16061,0,0,0
3366,36,3374,0,0,0
3367,27,3810,0,0,0
3368,20,10497,0,0,0
3369,15,13023,0,0,0
3370,7,4326,0,0,0
3371,13,9224,0,0,0
3372,19,9686,0,0,0
3373,13,3917,0,0,0
3374,44,4646,0,0,0
3375,33,3917,0,0,0
3376,14,5523,0,0,0
3377,14,4735,0,0,0
3378,27,4332,0,0,0
3379,11,21127,0,0,0
3380,20,3204,0,0,0
3381,9,5381,0,0,0
3382,35,4299,0,0,0
3383,28,4035,0,0,0
3384,39,4646,0,0,0
3385,12,40170,0,0,0
3386,5,3340,0,0,0
3387,9,5422,0,0,0
3388,11,6726,0,0,0
3389,11,1910,0,0,0
3390,20,2529,0,0,0
3391,11,4118,0,0,0
3392,12,3943,0,0,0
3393,10,2330,0,0,0
3394,10,4026,0,0,0
3395,5,3691,0,0,0
3396,10,2336,0,0,0
3397,15,3571,0,0,0
3398,15,9347,0,0,0
3399,16,3349,0,0,0
3400,8,2789,0,0,0
3401,8,2789,0,0,0
3402,5,6728,0,0,0
3403,5,3495,0,0,0
3404,11,5273,0,0,0
3405,17,6877,0,0,0
3406,14,1904,0,0,0
3407,10,5144,0,0,0
3408,14,1894,0,0,0
3409,18,10479,0,0,0
3410,5,1888,0,0,0
3411,23,3550,0,0,0
3412,17,1248,0,0,0
3413,14,1992,0,0,0
3414,14,3227,0,0,0
3415,18,4171,0,0,0
3416,9,4027,0,0,0
3417,13,4431,0,0,0
3418,16,5426,0,0,0
3419,4,1926,0,0,0
3420,8,5112,0,0,0
3421,23,2650,0,0,0
3422,7,1850,0,0,0
3423,27,3052,0,0,0
3424,31,1615,0,0,0
3425,25,3185,0,0,0
3426,13,6357,0,0,0
3427,10,4498,0,0,0
3428,12,3086,0,0,0
3429,33,3086,0,0,0
3430,9,7205,0,0,0
3431,17,2320,0,0,0
3432,31,1675,0,0,0
3433,11,1511,0,0,0
3434,21,9020,0,0,0
3435,15,4132,0,0,0
3436,8,5748,0,0,0
3437,19,9519,0,0,0
3438,4,10617,0,0,0
3439,14,3634,0,0,0
3440,18,2731,0,0,0
3441,15,3600,0,0,0
3442,13,4229,0,0,0
3443,7,3985,0,0,0
3444,17,6373,0,0,0
3445,13,3843,0,0,0
3446,15,5408,0,0,0
3447,18,4030,0,0,0
3448,39,4338,0,0,0
3449,5,3260,0,0,0
3450,4,5441,0,0,0
3451,4,8630,0,0,0
3452,18,4234,0,0,0
3453,18,4234,0,0,0
3454,45,2077,0,0,0
3455,6,1549,0,0,0
3456,7,3293,0,0,0
3457,9,2999,0,0,0
3458,6,4329,0,0,0
3459,9,10204,0,0,0
3460,10,5195,0,0,0
3461,11,2969,0,0,0
3462,15,4800,0,0,0
3463,11,5356,0,0,0
3464,18,1538,0,0,0
3465,24,4957,0,0,0
3466,20,2750,0,0,0
3467,6,4191,0,0,0
3468,28,3063,0,0,0
3469,7,3416,0,0,0
3470,7,4029,0,0,0
3471,12,4214,0,0,0
3472,30,4625,0,0,0
3473,32,3129,0,0,0
3474,26,7040,0,0,0
3475,9,19042,0,0,0
3476,14,6342,0,0,0
3477,13,4433,0,0,0
3478,11,32791,0,0,0
3479,20,3033,0,0,0
3480,28,7751,0,0,0
3481,10,2140,0,0,0
3482,10,2140,0,0,0
3483,19,2199,0,0,0
3484,10,8533,0,0,0
3485,20,1975,0,0,0
3486,12,4610,0,0,0
3487,12,2128,0,0,0
3488,12,6898,0,0,0
3489,16,19153,0,0,0
3490,6,5045,0,0,0
3491,11,2337,0,0,0
3492,10,5773,0,0,0
3493,25,5773,0,0,0
3494,11,3955,0,0,0
3495,11,3955,0,0,0
3496,12,1426,0,0,0
3497,11,4692,0,0,0
3498,10,2927,0,0,0
3499,22,3535,0,0,0
3500,12,3370,0,0,0
3501,11,1408,0,0,0
3502,18,5122,0,0,0
3503,6,972,0,0,0
3504,7,2331,0,0,0
3505,2,1403,0,0,0
3506,7,18787,0,0,0
3507,33,11763,0,0,0
3508,5,4422,0,0,0
3509,17,3354,0,0,0
3510,22,3803,0,0,0
3511,9,8257,0,0,0
3512,8,21931,0,0,0
3513,16,5540,0,0,0
3514,16,5540,0,0,0
3515,16,5540,0,0,0
3516,13,1302,0,0,0
3517,17,3520,0,0,0
3518,16,11889,0,0,0
3519,6,3443,0,0,0
3520,4,4056,0,0,0
3521,9,3050,0,0,0
3522,19,4147,0,0,0
3523,4,2879,0,0,0
3524,20,5066,0,0,0
3525,14,1515,0,0,0
3526,18,4735,0,0,0
3527,19,5948,0,0,0
3528,22,4369,0,0,0
3529,10,1410,0,0,0
3530,23,1851,0,0,0
3531,16,1693,0,0,0
3532,13,4018,0,0,0
3533,7,2331,0,0,0
3534,6,3596,0,0,0
3535,6,5903,0,0,0
3536,7,6995,0,0,0
3537,9,4744,0,0,0
3538,9,4744,0,0,0
3539,8,4501,0,0,0
3540,10,1399,0,0,0
3541,7,1879,0,0,0
3542,13,3807,0,0,0
